Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Total TCP Flow Time,Label
100.64.0.2-10.16.0.4-52716-8181-6,100.64.0.2,52716,10.16.0.4,8181,6,12:18.7,226,5,5,106,137,106,21.2,47.40464112,137,27.4,61.26826258,1075221.239,44247.78761,25.11111111,18.28554377,59,7,205,51.25,11.44188213,63,40,196,49,20.31419865,76,27,1,1,168,168,22123.89381,22123.89381,137,24.3,51.74735635,2677.788889,2,2,2,9,1,24.3,21.2,27.4,10,13,65280,505,1,32,226,1
100.64.0.2-10.16.0.15-56748-1880-6,100.64.0.2,56748,10.16.0.15,1880,6,06:27.9,440,6,4,304,223,304,50.66666667,124.1074803,223,55.75,111.5,1197727.273,22727.27273,48.88888889,99.99305531,313,3,440,88,132.7196293,324,12,420,140,153.3068818,313,21,1,1,200,136,13636.36364,9090.909091,304,52.7,112.7298147,12708.01111,2,2,2,9,0.666666667,52.7,50.66666667,55.75,30,22,64240,504,1,32,440,1
100.64.0.2-10.16.0.45-59084-1880-6,100.64.0.2,59084,10.16.0.45,1880,6,59:58.4,613,6,4,378,415,378,63,154.3178538,415,103.75,207.5,1293637.847,16313.2137,68.11111111,145.9301583,453,4,613,122.6,194.7775654,468,12,595,198.3333333,225.9255039,453,22,1,1,200,136,9787.928222,6525.285481,415,79.3,167.4063918,28024.9,2,2,2,9,0.666666667,79.3,63,103.75,37,41,64240,503,1,32,613,0
10.16.0.2-144.122.71.18-45658-6642-6,10.16.0.2,45658,144.122.71.18,6642,6,39:38.4,7006,15,9,528,20991,261,35.2,76.10256237,6740,2332.333333,3003.363822,3071510.134,3425.63517,304.6086957,334.0843306,1329,4,7006,500.4285714,390.342594,1420,9,6358,794.75,605.7108575,1679,8,4,6,488,296,2141.021981,1284.613189,6740,896.625,2105.115484,4431511.201,2,2,10,23,0.6,896.625,35.2,2332.333333,22,874,65280,503,4,32,7006,1
10.16.0.6-144.122.71.18-54280-6642-6,10.16.0.6,54280,144.122.71.18,6642,6,52:21.3,1077,12,10,528,21217,261,44,83.35902634,6740,2121.7,2952.952084,20190343.55,20427.11235,51.28571429,78.8087196,334,4,1077,97.90909091,99.56952801,334,8,1037,115.2222222,136.0622815,419,8,4,6,392,328,11142.06128,9285.051068,6740,988.4090909,2204.996008,4862007.396,2,2,10,21,0.833333333,988.4090909,44,2121.7,24,964,65280,503,4,32,1077,1
100.64.0.2-10.16.0.18-38006-3000-6,100.64.0.2,38006,10.16.0.18,3000,6,16:43.5,493,6,5,539,180,539,89.83333333,220.0458286,180,36,80.49844719,1458417.85,22312.37323,49.3,136.2693819,437,2,489,97.8,195.2298645,447,6,484,121,210.746293,437,8,1,1,200,168,12170.3854,10141.98783,539,65.36363636,166.1097666,27592.45455,2,2,2,10,0.833333333,65.36363636,89.83333333,36,49,16,64240,502,1,32,493,0
100.64.0.2-10.16.0.5-42808-8080-6,100.64.0.2,42808,10.16.0.5,8080,6,55:56.2,309,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,789644.0129,32362.45955,34.33333333,33.35790761,98,7,293,73.25,32.65348373,100,31,286,71.5,39.07684737,119,25,1,1,168,168,16181.22977,16181.22977,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,309,1
100.64.0.2-10.16.0.15-40870-1880-6,100.64.0.2,40870,10.16.0.15,1880,6,06:40.0,10074,45,45,362,1142215,362,8.044444444,53.96377386,64704,25382.55556,28342.61974,113418403.8,8933.88922,113.1910112,825.8326085,7795,2,10063,228.7045455,1186.061973,7898,5,10056,228.5454545,1171.763002,7806,5,1,41,1448,1448,4466.94461,4466.94461,64704,12695.3,23662.53595,559915607.5,2,2,42,89,1,12695.3,8.044444444,25382.55556,4,12691,64240,503,1,32,10074,1
100.64.0.2-10.16.0.15-33248-1880-6,100.64.0.2,33248,10.16.0.15,1880,6,04:49.2,837,6,4,452,459,452,75.33333333,184.5282273,459,114.75,229.5,1088410.992,11947.4313,93,226.9785232,697,6,837,167.4,305.9195973,714,14,819,273,368.8590517,697,26,1,1,200,136,7168.458781,4778.972521,459,91.1,192.0627502,36888.1,2,2,2,9,0.666666667,91.1,75.33333333,114.75,45,45,64240,502,1,32,837,1
100.64.0.2-10.16.0.4-44118-8181-6,100.64.0.2,44118,10.16.0.4,8181,6,35:48.7,240,5,5,106,137,106,21.2,47.40464112,137,27.4,61.26826258,1012500,41666.66667,26.66666667,30.70016287,103,5,226,56.5,34.68429039,103,30,217,54.25,48.00954766,125,22,1,1,168,168,20833.33333,20833.33333,137,24.3,51.74735635,2677.788889,2,2,2,9,1,24.3,21.2,27.4,10,13,65280,505,1,32,240,0
100.64.0.2-10.16.0.15-50670-1880-6,100.64.0.2,50670,10.16.0.15,1880,6,06:06.7,369,6,4,426,846,426,71,173.9137717,846,211.5,423,3447154.472,27100.271,41,84.20807562,263,4,369,73.8,112.4975555,273,10,348,116,129.4565564,263,19,1,1,200,136,16260.1626,10840.1084,846,127.2,285.8503105,81710.4,2,2,2,9,0.666666667,127.2,71,211.5,42,84,64240,503,1,32,369,1
100.64.0.2-10.16.0.4-36980-8080-6,100.64.0.2,36980,10.16.0.4,8080,6,59:41.0,848,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,287735.8491,11792.45283,94.22222222,73.58800476,215,25,787,196.75,85.42589381,303,99,774,193.5,82.12794896,299,113,1,1,168,168,5896.226415,5896.226415,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,848,1
100.64.0.2-10.16.0.15-40312-1880-6,100.64.0.2,40312,10.16.0.15,1880,6,04:25.6,13130,45,45,395,1142215,395,8.777777778,58.88312341,64704,25382.55556,28208.55715,87022848.44,6854.531607,147.5280899,823.9080389,7452,3,13106,297.8636364,1209.294251,7779,8,13109,297.9318182,1162.957885,7476,8,1,41,1448,1448,3427.265804,3427.265804,64704,12695.66667,23583.01014,556158367.1,2,2,42,89,1,12695.66667,8.777777778,25382.55556,4,12691,64240,503,1,32,13130,1
100.64.0.2-10.16.0.4-46648-8080-6,100.64.0.2,46648,10.16.0.4,8080,6,53:21.0,236,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,1033898.305,42372.88136,26.22222222,20.98676832,68,8,217,54.25,16.64081328,69,37,202,50.5,25.94224354,87,31,1,1,168,168,21186.44068,21186.44068,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,236,1
100.64.0.2-10.16.0.15-33474-1880-6,100.64.0.2,33474,10.16.0.15,1880,6,04:49.8,978,6,4,465,216,465,77.5,189.8354551,216,54,108,696319.0184,10224.94888,108.6666667,267.7839614,821,3,978,195.6,357.3293999,834,16,949,316.3333333,438.7030127,821,26,1,1,200,136,6134.969325,4089.97955,465,68.1,155.1002901,24056.1,2,2,2,9,0.666666667,68.1,77.5,54,46,21,64240,502,1,32,978,1
100.64.0.2-10.16.0.15-55394-1880-6,100.64.0.2,55394,10.16.0.15,1880,6,06:26.8,1991,5,5,322,451,322,64.4,144.0027778,451,90.2,201.6933316,388247.112,5022.601708,221.2222222,617.0757202,1866,2,1981,495.25,919.4137172,1874,15,1972,493,915.7688937,1866,5,1,1,168,168,2511.300854,2511.300854,451,77.3,165.7749814,27481.34444,2,2,2,9,1,77.3,64.4,90.2,32,45,64240,503,1,32,1991,1
10.16.1.16-144.122.71.18-55562-6642-6,10.16.1.16,55562,144.122.71.18,6642,6,38:34.3,983,12,10,528,20991,261,44,83.35902634,6740,2099.1,2926.077293,21891149.54,22380.46796,46.80952381,74.75066491,317,4,983,89.36363636,96.5466444,317,9,955,106.1111111,121.9676642,388,8,4,6,392,328,12207.52798,10172.93998,6740,978.1363636,2184.040757,4770034.028,2,2,10,21,0.833333333,978.1363636,44,2099.1,24,954,65280,503,4,32,983,1
10.16.1.16-144.122.71.18-45976-6642-6,10.16.1.16,45976,144.122.71.18,6642,6,39:42.4,1222,12,10,474,16237,207,39.5,71.14198351,6740,1623.7,2754.880318,13675122.75,18003.27332,58.19047619,68.62989075,312,8,1222,111.0909091,92.05808443,312,8,1178,130.8888889,129.1892453,416,18,4,6,392,328,9819.967267,8183.306056,6740,759.5909091,1976.639516,3907103.777,2,2,10,21,0.833333333,759.5909091,39.5,1623.7,21,738,65280,503,4,32,1222,1
100.64.0.2-10.16.0.18-60278-3000-6,100.64.0.2,60278,10.16.0.18,3000,6,11:57.3,616,6,5,456,180,456,76,186.1612205,180,36,80.49844719,1032467.532,17857.14286,61.6,170.2509259,546,3,612,122.4,244.6667121,560,7,603,150.75,263.6226786,546,8,1,1,200,168,9740.25974,8116.883117,456,57.81818182,142.675729,20356.36364,2,2,2,10,0.833333333,57.81818182,76,36,41,16,64240,502,1,32,616,0
100.64.0.2-10.16.0.15-47580-1880-6,100.64.0.2,47580,10.16.0.15,1880,6,04:39.5,861,6,4,325,490,325,54.16666667,132.6806944,490,122.5,245,946573.7515,11614.40186,95.66666667,229.6976273,703,2,861,172.2,303.5172153,711,11,849,283,366.5037517,703,28,1,1,200,136,6968.641115,4645.760743,490,81.5,176.1635919,31033.61111,2,2,2,9,0.666666667,81.5,54.16666667,122.5,32,49,64240,503,1,32,861,1
100.64.0.2-10.16.0.18-34106-3000-6,100.64.0.2,34106,10.16.0.18,3000,6,04:20.3,649,5,5,447,1731,447,89.4,199.9044772,1731,346.2,774.1267338,3355932.203,15408.32049,72.11111111,180.8275729,554,4,641,160.25,270.110317,565,13,634,158.5,263.705012,554,23,1,1,168,168,7704.160247,7704.160247,1731,217.8,549.92945,302422.4,2,2,2,9,1,217.8,89.4,346.2,44,173,64240,503,1,32,649,0
10.16.0.6-144.122.71.18-58166-6642-6,10.16.0.6,58166,144.122.71.18,6642,6,40:47.9,1404,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,11903133.9,13532.76353,78,145.8649658,593,7,1404,156,197.9204386,617,7,1313,164.125,213.5719601,593,11,4,6,328,296,7122.507123,6410.25641,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,1404,0
10.16.0.45-144.122.71.18-45956-6443-6,10.16.0.45,45956,144.122.71.18,6443,6,13:03.6,111046,191,125,6573,363010,959,34.41361257,89.25322712,4127,2904.08,1855.719879,3328197.324,2845.667561,352.5269841,2597.660832,40861,1,111046,584.4526316,4393.968419,59864,4,110990,895.0806452,4103.738761,40894,19,96,100,6108,4008,1720.007925,1125.659637,4127,1169.566456,1826.364509,3335607.319,1,2,196,314,0.654450262,1169.566456,34.41361257,2904.08,20,1148,65280,502,96,20,111046,1
100.64.0.2-10.16.0.15-53680-1880-6,100.64.0.2,53680,10.16.0.15,1880,6,06:25.5,717,6,4,358,511,358,59.66666667,146.152888,511,127.75,255.5,1211994.421,13947.00139,79.66666667,154.2951717,472,3,717,143.4,197.9313012,483,11,705,235,225.128852,472,24,1,1,200,136,8368.200837,5578.800558,511,86.9,186.7169278,34863.21111,2,2,2,9,0.666666667,86.9,59.66666667,127.75,35,51,64240,503,1,32,717,1
100.64.0.2-10.16.0.18-59516-3000-6,100.64.0.2,59516,10.16.0.18,3000,6,49:38.6,477,5,5,468,240,468,93.6,209.2959627,240,48,107.3312629,1484276.73,20964.36059,53,117.8569048,366,4,464,116,175.139944,377,12,465,116.25,167.1015161,366,22,1,1,168,168,10482.18029,10482.18029,468,70.8,158.6392133,25166.4,2,2,2,9,1,70.8,93.6,48,46,24,64240,502,1,32,477,0
100.64.0.2-10.16.0.15-38732-1880-6,100.64.0.2,38732,10.16.0.15,1880,6,06:36.5,535,6,4,377,448,377,62.83333333,153.9096055,448,112,224,1542056.075,18691.58879,59.44444444,129.5975608,403,6,535,107,173.7296751,416,14,512,170.6666667,203.2149929,403,26,1,1,200,136,11214.95327,7476.635514,448,82.5,174.7285196,30530.05556,2,2,2,9,0.666666667,82.5,62.83333333,112,37,44,64240,503,1,32,535,1
100.64.0.2-10.16.0.18-53316-3000-6,100.64.0.2,53316,10.16.0.18,3000,6,11:40.9,447,5,5,470,180,470,94,210.1903899,180,36,80.49844719,1454138.702,22371.36465,49.66666667,114.6712693,355,4,440,110,173.2243247,369,11,437,109.25,163.8787662,355,22,1,1,168,168,11185.68233,11185.68233,470,65,153.1339283,23450,2,2,2,9,1,65,94,36,47,18,64240,502,1,32,447,0
100.64.0.2-10.16.0.15-41220-1880-6,100.64.0.2,41220,10.16.0.15,1880,6,04:31.4,1920,38,36,412,896971,412,10.84210526,66.83522551,64704,24915.86111,28307.62377,467386979.2,38541.66667,26.30136986,79.16011989,657,1,1920,51.89189189,109.5132625,672,4,1899,54.25714286,109.9222567,657,4,1,33,1224,1160,19791.66667,18750,64704,12126.7973,23265.25058,541271884.7,2,2,34,73,0.947368421,12126.7973,10.84210526,24915.86111,5,12121,64240,503,1,32,1920,1
10.16.0.6-144.122.71.18-55650-6642-6,10.16.0.6,55650,144.122.71.18,6642,6,45:50.4,843,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,19824436.54,22538.55279,46.83333333,70.66844707,307,3,843,93.66666667,97.79826174,307,8,750,93.75,124.3379611,383,7,4,6,328,296,11862.3962,10676.15658,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,843,0
100.64.0.2-10.16.0.7-50070-7472-6,100.64.0.2,50070,10.16.0.7,7472,6,56:17.6,658,6,6,108,7407,108,18,44.09081537,4096,1234.5,1928.522517,11420972.64,18237.08207,59.81818182,117.6110694,405,2,642,128.4,172.268105,432,30,629,125.8,162.5736756,405,20,1,2,200,200,9118.541033,9118.541033,4096,626.25,1447.421917,2095030.205,2,2,3,11,1,626.25,18,1234.5,9,617,65280,505,1,32,658,1
10.16.0.6-144.122.71.18-48960-6642-6,10.16.0.6,48960,144.122.71.18,6642,6,04:32.7,975,12,10,474,16238,207,39.5,71.14198351,6740,1623.8,2754.889544,17140512.82,22564.10256,46.42857143,69.58776576,323,3,975,88.63636364,90.97941825,323,8,944,104.8888889,132.7869011,425,6,4,6,392,328,12307.69231,10256.41026,6740,759.6363636,1976.665845,3907207.861,2,2,10,21,0.833333333,759.6363636,39.5,1623.8,21,738,65280,503,4,32,975,1
100.64.0.2-10.16.0.45-32814-1880-6,100.64.0.2,32814,10.16.0.45,1880,6,20:20.1,417,6,5,430,160,430,71.66666667,175.5467649,160,32,71.55417528,1414868.106,26378.89688,41.7,105.2510755,340,3,413,82.6,149.34122,349,7,408,102,159.4155994,340,8,1,1,200,168,14388.48921,11990.40767,430,53.63636364,133.7365116,17885.45455,2,2,2,10,0.833333333,53.63636364,71.66666667,32,39,14,64240,503,1,32,417,0
100.64.0.2-10.16.0.45-59488-1880-6,100.64.0.2,59488,10.16.0.45,1880,6,17:22.3,407,6,5,462,246,462,77,188.6107102,246,49.2,110.0145445,1739557.74,27027.02703,40.7,90.58335633,296,4,407,81.4,127.8311386,308,12,390,97.5,133.4178899,296,16,1,1,200,168,14742.01474,12285.01229,462,64.36363636,151.1259559,22839.05455,2,2,2,10,0.833333333,64.36363636,77,49.2,42,22,64240,502,1,32,407,0
10.16.0.2-144.122.71.18-52884-6642-6,10.16.0.2,52884,144.122.71.18,6642,6,31:20.8,14960,15,9,474,16238,207,31.6,65.14686704,6740,1804.222222,2858.650284,1117112.299,1604.278075,650.4347826,1409.576398,6207,3,14960,1068.571429,1709.854007,6207,7,14298,1787.25,3247.565891,9715,8,4,6,488,296,1002.673797,601.6042781,6740,696.3333333,1900.906938,3613447.188,2,2,10,23,0.6,696.3333333,31.6,1804.222222,19,676,65280,504,4,32,14960,0
100.64.0.2-10.16.0.15-34744-1880-6,100.64.0.2,34744,10.16.0.15,1880,6,07:00.9,550,6,4,363,452,363,60.5,148.1941294,452,113,226,1481818.182,18181.81818,61.11111111,129.0285283,403,5,550,110,171.8022119,416,15,528,176,198.3658237,403,36,1,1,200,136,10909.09091,7272.727273,452,81.5,173.0929423,29961.16667,2,2,2,9,0.666666667,81.5,60.5,113,36,45,64240,503,1,32,550,1
100.64.0.2-10.16.0.45-59492-1880-6,100.64.0.2,59492,10.16.0.45,1880,6,58:11.9,475,6,4,409,160,409,68.16666667,166.9735508,160,40,80,1197894.737,21052.63158,52.77777778,99.04768773,309,5,475,95,129.6013117,321,15,451,150.3333333,143.3957229,309,30,1,1,200,136,12631.57895,8421.052632,409,56.9,133.5435426,17833.87778,2,2,2,9,0.666666667,56.9,68.16666667,40,40,16,64240,503,1,32,475,0
10.16.0.6-144.122.71.18-59244-6642-6,10.16.0.6,59244,144.122.71.18,6642,6,51:20.0,1107,12,10,528,21217,261,44,83.35902634,6740,2121.7,2952.952084,19643179.77,19873.53207,52.71428571,82.56884573,346,3,1107,100.6363636,107.5809209,346,8,1071,119,131.5750736,416,7,4,6,392,328,10840.1084,9033.423668,6740,988.4090909,2204.996008,4862007.396,2,2,10,21,0.833333333,988.4090909,44,2121.7,24,964,65280,503,4,32,1107,1
100.64.0.2-10.16.0.5-38978-8080-6,100.64.0.2,38978,10.16.0.5,8080,6,50:36.2,343,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,711370.2624,29154.51895,38.11111111,33.22440535,108,8,326,81.5,26.88865932,108,45,309,77.25,42.08226071,135,34,1,1,168,168,14577.25948,14577.25948,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,343,1
100.64.0.2-10.16.0.15-32970-1880-6,100.64.0.2,32970,10.16.0.15,1880,6,04:46.4,1040,10,8,413,32375,413,41.3,130.6020674,9436,4046.875,3675.243022,31526923.08,17307.69231,61.17647059,199.0600523,830,2,1040,115.5555556,274.3096385,844,5,1016,145.1428571,305.0515959,830,5,1,5,328,264,9615.384615,7692.307692,9436,1821.555556,3124.992823,9765580.144,2,2,6,17,0.8,1821.555556,41.3,4046.875,22,1798,64240,503,1,32,1040,1
100.64.0.2-10.16.0.7-56038-7472-6,100.64.0.2,56038,10.16.0.7,7472,6,01:22.1,574,7,6,108,7406,108,15.42857143,40.82016308,4096,1234.333333,1928.307202,13090592.33,22648.08362,47.83333333,106.7876681,383,2,574,95.66666667,148.4327008,397,20,530,106,156.6301376,383,18,1,2,232,200,12195.12195,10452.96167,4096,578,1396.480338,1950157.333,2,2,3,12,0.857142857,578,15.42857143,1234.333333,8,569,65280,505,1,32,574,1
100.64.0.2-10.16.0.18-45344-3000-6,100.64.0.2,45344,10.16.0.18,3000,6,38:50.1,817,5,5,480,180,480,96,214.6625258,180,36,80.49844719,807833.5373,12239.90208,90.77777778,235.2943783,718,4,809,202.25,352.5718603,731,16,795,198.75,346.2112794,718,18,1,1,168,168,6119.95104,6119.95104,480,66,156.0769041,24360,2,2,2,9,1,66,96,36,48,18,64240,502,1,32,817,0
100.64.0.2-10.16.0.15-60330-1880-6,100.64.0.2,60330,10.16.0.15,1880,6,04:11.5,10088,36,36,384,896971,384,10.66666667,64,64704,24915.86111,27727.30025,88952716.1,7137.192704,142.084507,962.3711305,8108,2,10075,287.8571429,1382.793744,8208,5,10075,287.8571429,1367.493373,8121,5,1,32,1160,1160,3568.596352,3568.596352,64704,12463.26389,23156.87207,536240724.2,2,2,33,71,1,12463.26389,10.66666667,24915.86111,5,12457,64240,503,1,32,10088,1
100.64.0.2-10.16.0.45-35506-1880-6,100.64.0.2,35506,10.16.0.45,1880,6,37:46.2,465,6,4,490,246,490,81.66666667,200.0416623,246,61.5,123,1582795.699,21505.37634,51.66666667,113.8935907,354,4,465,93,152.9264529,366,12,444,148,179.8777363,354,22,1,1,200,136,12903.22581,8602.150538,490,73.6,165.4778938,27382.93333,2,2,2,9,0.666666667,73.6,81.66666667,61.5,49,24,64240,502,1,32,465,0
10.16.0.6-144.122.71.18-59102-6642-6,10.16.0.6,59102,144.122.71.18,6642,6,06:16.7,1002,12,10,528,20990,261,44,83.35902634,6740,2099,2925.835607,21475049.9,21956.08782,47.71428571,76.45727098,322,3,1002,91.09090909,98.63412649,322,7,975,108.3333333,122.0286852,390,7,4,6,392,328,11976.0479,9980.03992,6740,978.0909091,2183.877546,4769321.134,2,2,10,21,0.833333333,978.0909091,44,2099,24,954,65280,503,4,32,1002,1
100.64.0.2-10.16.0.5-44458-8080-6,100.64.0.2,44458,10.16.0.5,8080,6,13:06.2,369,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,661246.6125,27100.271,41,35.5844067,103,7,352,88,36.23074201,130,42,340,85,39.06404997,128,38,1,1,168,168,13550.1355,13550.1355,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,369,1
10.16.0.6-144.122.71.18-53828-6642-6,10.16.0.6,53828,144.122.71.18,6642,6,56:26.2,978,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,17087934.56,19427.40286,54.33333333,84.64180583,374,7,978,108.6666667,113.5825691,374,9,876,109.5,145.1373733,451,10,4,6,328,296,10224.94888,9202.453988,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,978,1
10.16.0.6-144.122.71.18-33292-6642-6,10.16.0.6,33292,144.122.71.18,6642,6,33:45.2,1055,12,10,528,21205,261,44,83.35902634,6740,2120.5,2951.481144,20600000,20853.08057,50.23809524,71.40371472,304,4,1055,95.90909091,91.10922516,304,9,1034,114.8888889,115.0732858,377,8,4,6,392,328,11374.40758,9478.672986,6740,987.8636364,2203.858074,4856990.409,2,2,10,21,0.833333333,987.8636364,44,2120.5,24,963,65280,503,4,32,1055,0
10.16.0.6-144.122.71.18-34744-6642-6,10.16.0.6,34744,144.122.71.18,6642,6,04:14.3,995,12,10,528,20990,261,44,83.35902634,6740,2099,2925.835607,21626130.65,22110.55276,47.38095238,75.17877107,316,4,995,90.45454545,95.58594419,316,7,969,107.6666667,120.9659043,369,8,4,6,392,328,12060.30151,10050.25126,6740,978.0909091,2183.877546,4769321.134,2,2,10,21,0.833333333,978.0909091,44,2099,24,954,65280,503,4,32,995,1
100.64.0.2-10.16.0.15-52102-1880-6,100.64.0.2,52102,10.16.0.15,1880,6,06:24.4,423,5,5,323,452,323,64.6,144.4499913,452,90.4,202.1405452,1832151.3,23640.66194,47,100.0499875,312,4,412,103,147.7182002,323,13,407,101.75,140.7654669,312,22,1,1,168,168,11820.33097,11820.33097,452,77.5,166.1894836,27618.94444,2,2,2,9,1,77.5,64.6,90.4,32,45,64240,503,1,32,423,1
100.64.0.2-10.16.0.15-42126-1880-6,100.64.0.2,42126,10.16.0.15,1880,6,06:43.2,315,6,4,357,508,357,59.5,145.7446397,508,127,254,2746031.746,31746.03175,35,64.11318117,201,5,315,63,85.63585698,212,11,299,99.66666667,91.52777356,201,23,1,1,200,136,19047.61905,12698.4127,508,86.5,185.7987262,34521.16667,2,2,2,9,0.666666667,86.5,59.5,127,35,50,64240,503,1,32,315,1
100.64.0.2-10.16.0.15-53120-1880-6,100.64.0.2,53120,10.16.0.15,1880,6,06:25.2,772,6,4,326,455,326,54.33333333,133.0889427,455,113.75,227.5,1011658.031,12953.36788,85.77777778,223.4517721,681,2,772,154.4,298.5193461,688,13,758,252.6666667,371.2712396,681,23,1,1,200,136,7772.020725,5181.34715,455,78.1,167.4332039,28033.87778,2,2,2,9,0.666666667,78.1,54.33333333,113.75,32,45,64240,503,1,32,772,1
100.64.0.2-10.16.0.4-55808-8080-6,100.64.0.2,55808,10.16.0.4,8080,6,13:31.0,250,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,976000,40000,27.77777778,22.32026981,67,7,236,59,32.29034944,101,29,218,54.5,40.64890322,111,22,1,1,168,168,20000,20000,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,250,1
10.16.0.2-144.122.71.18-34900-6642-6,10.16.0.2,34900,144.122.71.18,6642,6,43:06.5,82078,13,9,474,16238,207,36.46153846,68.98866499,6740,1804.222222,2858.650284,203611.1991,268.0377202,3908.47619,16100.01395,74137,4,82078,6839.833333,21201.87354,74137,4,81005,10125.625,26189.64567,74887,10,4,6,424,296,158.3859256,109.6517946,6740,759.6363636,1976.665845,3907207.861,0,2,10,21,0.692307692,759.6363636,36.46153846,1804.222222,21,738,65280,503,4,32,82078,0
100.64.0.2-10.16.0.18-41686-3000-6,100.64.0.2,41686,10.16.0.18,3000,6,49:15.5,720,5,5,460,240,460,92,205.7182539,240,48,107.3312629,972222.2222,13888.88889,80,188.9914019,583,3,709,177.25,279.1897503,595,19,698,174.5,272.5588621,583,30,1,1,168,168,6944.444444,6944.444444,460,70,156.4182428,24466.66667,2,2,2,9,1,70,92,48,46,24,64240,502,1,32,720,0
100.64.0.2-10.16.0.15-50674-1880-6,100.64.0.2,50674,10.16.0.15,1880,6,06:06.7,343,6,4,417,605,417,69.5,170.2395371,605,151.25,302.5,2979591.837,29154.51895,38.11111111,79.37953837,247,3,343,68.6,106.140473,256,8,328,109.3333333,121.714146,247,16,1,1,200,136,17492.71137,11661.80758,605,102.2,219.966058,48385.06667,2,2,2,9,0.666666667,102.2,69.5,151.25,41,60,64240,503,1,32,343,1
100.64.0.2-10.16.0.45-56794-1880-6,100.64.0.2,56794,10.16.0.45,1880,6,00:39.8,580,6,4,459,248,459,76.5,187.3859653,248,62,124,1218965.517,17241.37931,64.44444444,116.8718434,337,4,580,116,148.7329822,347,12,562,187.3333333,157.5129624,337,23,1,1,200,136,10344.82759,6896.551724,459,70.7,157.1270187,24688.9,2,2,2,9,0.666666667,70.7,76.5,62,45,24,64240,502,1,32,580,0
100.64.0.2-10.16.0.15-46732-1880-6,100.64.0.2,46732,10.16.0.15,1880,6,04:35.7,1308,6,4,369,448,369,61.5,150.6436192,448,112,224,624617.737,7645.259939,145.3333333,276.3105137,822,4,1308,261.6,349.9197051,836,17,1271,423.6666667,397.006717,822,28,1,1,200,136,4587.155963,3058.103976,448,81.7,173.2423158,30012.9,2,2,2,9,0.666666667,81.7,61.5,112,36,44,64240,503,1,32,1308,1
100.64.0.2-10.16.0.45-32952-1880-6,100.64.0.2,32952,10.16.0.45,1880,6,20:20.1,275,6,4,427,159,427,71.16666667,174.32202,159,39.75,79.5,2130909.091,36363.63636,30.55555556,65.44675529,204,3,275,55,88.27797007,212,8,262,87.33333333,102.001634,204,15,1,1,200,136,21818.18182,14545.45455,427,58.6,138.7525375,19252.26667,2,2,2,9,0.666666667,58.6,71.16666667,39.75,42,15,64240,503,1,32,275,0
